video,frame_t,dt,class_id,area_t,remain_ratio,type
453_tcAdVwxSlYo,86,3,15,3735,0.0000,vanish
453_tcAdVwxSlYo,86,5,67,8056,0.0945,vanish
453_tcAdVwxSlYo,86,5,67,795,0.0025,vanish
453_tcAdVwxSlYo,87,1,15,1753,0.0000,vanish
453_tcAdVwxSlYo,87,3,15,3500,0.0000,vanish
453_tcAdVwxSlYo,87,5,67,8738,0.1618,shrink
453_tcAdVwxSlYo,87,2,67,1137,0.0000,vanish
453_tcAdVwxSlYo,88,5,15,3165,0.0246,vanish
453_tcAdVwxSlYo,88,3,67,1462,0.0000,vanish
453_tcAdVwxSlYo,89,5,15,2874,0.1413,shrink
453_tcAdVwxSlYo,89,5,67,1738,0.0984,vanish
453_tcAdVwxSlYo,94,5,0,4284,0.1531,shrink
453_tcAdVwxSlYo,95,5,0,4667,0.0000,vanish
453_tcAdVwxSlYo,95,5,15,1417,0.1270,shrink
453_tcAdVwxSlYo,95,5,67,2104,0.1426,shrink
453_tcAdVwxSlYo,96,4,0,4698,0.0000,vanish
453_tcAdVwxSlYo,96,5,15,1307,0.0000,vanish
453_tcAdVwxSlYo,96,5,67,2036,0.0000,vanish
453_tcAdVwxSlYo,97,3,0,4256,0.0000,vanish
453_tcAdVwxSlYo,97,5,15,1388,0.0000,vanish
453_tcAdVwxSlYo,97,4,67,1942,0.0000,vanish
453_tcAdVwxSlYo,98,2,0,3405,0.0000,vanish
453_tcAdVwxSlYo,98,4,15,1729,0.0000,vanish
453_tcAdVwxSlYo,98,4,67,1876,0.0000,vanish
453_tcAdVwxSlYo,99,1,0,505,0.0000,vanish
453_tcAdVwxSlYo,99,5,12,99204,0.1679,shrink
453_tcAdVwxSlYo,99,4,15,1943,0.0000,vanish
453_tcAdVwxSlYo,99,3,67,1604,0.0000,vanish
453_tcAdVwxSlYo,100,5,12,99540,0.0394,vanish
453_tcAdVwxSlYo,100,3,15,2317,0.0000,vanish
453_tcAdVwxSlYo,100,5,67,8162,0.1237,shrink
453_tcAdVwxSlYo,100,3,67,1379,0.0000,vanish
453_tcAdVwxSlYo,101,5,12,99614,0.0000,vanish
453_tcAdVwxSlYo,101,3,15,2463,0.0000,vanish
453_tcAdVwxSlYo,101,5,67,8077,0.0141,vanish
453_tcAdVwxSlYo,101,3,67,1230,0.0000,vanish
453_tcAdVwxSlYo,102,5,12,99534,0.0000,vanish
453_tcAdVwxSlYo,102,2,15,980,0.1153,shrink
453_tcAdVwxSlYo,102,2,15,2544,0.0000,vanish
453_tcAdVwxSlYo,102,5,67,8283,0.0000,vanish
453_tcAdVwxSlYo,102,2,67,1123,0.0000,vanish
453_tcAdVwxSlYo,103,5,12,99526,0.0000,vanish
453_tcAdVwxSlYo,103,1,15,686,0.0000,vanish
453_tcAdVwxSlYo,103,2,15,2618,0.0000,vanish
453_tcAdVwxSlYo,103,5,67,8027,0.0000,vanish
453_tcAdVwxSlYo,103,2,67,963,0.0000,vanish
453_tcAdVwxSlYo,104,5,12,98860,0.0000,vanish
453_tcAdVwxSlYo,104,2,15,2783,0.0000,vanish
453_tcAdVwxSlYo,104,4,67,7678,0.0000,vanish
453_tcAdVwxSlYo,104,2,67,666,0.0000,vanish
453_tcAdVwxSlYo,105,5,12,97656,0.0000,vanish
453_tcAdVwxSlYo,105,5,15,108220,0.1713,shrink
453_tcAdVwxSlYo,105,2,15,3147,0.0000,vanish
453_tcAdVwxSlYo,105,2,15,660,0.0000,vanish
453_tcAdVwxSlYo,105,4,67,8379,0.0000,vanish
453_tcAdVwxSlYo,105,1,67,705,0.0000,vanish
453_tcAdVwxSlYo,106,5,12,99288,0.1492,shrink
453_tcAdVwxSlYo,106,5,15,81680,0.0872,vanish
453_tcAdVwxSlYo,106,1,15,2226,0.0000,vanish
453_tcAdVwxSlYo,106,3,15,1393,0.0000,vanish
453_tcAdVwxSlYo,106,5,67,5564,0.0138,vanish
453_tcAdVwxSlYo,106,1,90,466,0.0000,vanish
453_tcAdVwxSlYo,107,5,15,59529,0.1072,shrink
453_tcAdVwxSlYo,107,1,15,1811,0.0000,vanish
453_tcAdVwxSlYo,107,5,15,2473,0.1201,shrink
453_tcAdVwxSlYo,107,4,67,4650,0.1222,shrink
453_tcAdVwxSlYo,108,4,15,40574,0.1670,shrink
453_tcAdVwxSlYo,108,1,15,1041,0.0000,vanish
453_tcAdVwxSlYo,113,5,67,3045,0.2016,shrink
453_tcAdVwxSlYo,114,5,15,6714,0.0769,vanish
453_tcAdVwxSlYo,114,5,67,3745,0.0120,vanish
453_tcAdVwxSlYo,115,5,12,98991,0.0000,vanish
453_tcAdVwxSlYo,115,5,15,122445,0.1123,shrink
453_tcAdVwxSlYo,115,5,15,6442,0.0000,vanish
453_tcAdVwxSlYo,115,5,67,4580,0.0000,vanish
453_tcAdVwxSlYo,115,5,90,31327,0.2344,shrink
453_tcAdVwxSlYo,116,5,12,99885,0.0000,vanish
453_tcAdVwxSlYo,116,5,15,81645,0.0712,vanish
453_tcAdVwxSlYo,116,5,15,116792,0.0000,vanish
453_tcAdVwxSlYo,116,4,15,6297,0.0000,vanish
453_tcAdVwxSlYo,116,5,67,5301,0.0000,vanish
453_tcAdVwxSlYo,116,5,90,30969,0.0000,vanish
453_tcAdVwxSlYo,117,4,12,99423,0.0000,vanish
453_tcAdVwxSlYo,117,5,15,76475,0.0000,vanish
453_tcAdVwxSlYo,117,4,15,107362,0.0000,vanish
453_tcAdVwxSlYo,117,4,15,5900,0.0000,vanish
453_tcAdVwxSlYo,117,4,67,5923,0.0000,vanish
453_tcAdVwxSlYo,117,4,90,30202,0.0000,vanish
453_tcAdVwxSlYo,118,3,12,98686,0.0000,vanish
453_tcAdVwxSlYo,118,4,15,63107,0.0000,vanish
453_tcAdVwxSlYo,118,3,15,83251,0.0000,vanish
453_tcAdVwxSlYo,118,3,15,5321,0.0000,vanish
453_tcAdVwxSlYo,118,4,67,7279,0.0000,vanish
453_tcAdVwxSlYo,118,3,90,25694,0.0000,vanish
453_tcAdVwxSlYo,119,3,12,97521,0.0000,vanish
453_tcAdVwxSlYo,119,4,15,626,0.0000,vanish
453_tcAdVwxSlYo,119,3,15,44478,0.0000,vanish
453_tcAdVwxSlYo,119,2,15,49705,0.0000,vanish
453_tcAdVwxSlYo,119,2,15,4370,0.0000,vanish
453_tcAdVwxSlYo,119,3,67,8142,0.0000,vanish
453_tcAdVwxSlYo,119,1,67,875,0.0000,vanish
453_tcAdVwxSlYo,119,2,90,20127,0.0000,vanish
453_tcAdVwxSlYo,120,3,12,95224,0.0000,vanish
453_tcAdVwxSlYo,120,2,15,23994,0.0000,vanish
453_tcAdVwxSlYo,120,1,15,9342,0.0000,vanish
453_tcAdVwxSlYo,120,1,15,4454,0.0000,vanish
453_tcAdVwxSlYo,120,2,15,3308,0.0000,vanish
453_tcAdVwxSlYo,120,5,67,1510,0.0000,vanish
453_tcAdVwxSlYo,120,1,90,13289,0.0000,vanish
453_tcAdVwxSlYo,121,3,12,98550,0.0000,vanish
453_tcAdVwxSlYo,121,1,15,5813,0.0000,vanish
453_tcAdVwxSlYo,121,1,15,1196,0.0000,vanish
453_tcAdVwxSlYo,121,5,67,2042,0.0000,vanish
453_tcAdVwxSlYo,121,1,90,2311,0.0000,vanish
453_tcAdVwxSlYo,122,2,0,2679,0.0000,vanish
453_tcAdVwxSlYo,122,3,12,98106,0.0000,vanish
453_tcAdVwxSlYo,122,1,15,422,0.0000,vanish
453_tcAdVwxSlYo,122,5,67,2612,0.0000,vanish
453_tcAdVwxSlYo,123,3,0,19227,0.0000,vanish
453_tcAdVwxSlYo,123,3,12,97045,0.0000,vanish
453_tcAdVwxSlYo,123,1,15,571,0.0000,vanish
453_tcAdVwxSlYo,123,5,67,2843,0.0000,vanish
453_tcAdVwxSlYo,124,4,12,95946,0.0000,vanish
453_tcAdVwxSlYo,124,1,15,471,0.0000,vanish
453_tcAdVwxSlYo,125,4,12,95007,0.0000,vanish
453_tcAdVwxSlYo,126,5,12,93747,0.0060,vanish
453_tcAdVwxSlYo,126,2,61,12290,0.0000,vanish
453_tcAdVwxSlYo,127,5,12,92729,0.1995,shrink
453_tcAdVwxSlYo,127,1,61,1833,0.0000,vanish
453_tcAdVwxSlYo,127,5,90,10335,0.0634,vanish
453_tcAdVwxSlYo,129,5,77,8900,0.1565,shrink
453_tcAdVwxSlYo,130,5,77,10402,0.1619,shrink
1975_1qyIMfzlXnY,18,5,61,159519,0.0553,vanish
1975_1qyIMfzlXnY,19,4,61,144017,0.1388,shrink
1975_1qyIMfzlXnY,20,5,61,116600,0.2117,shrink
1975_1qyIMfzlXnY,37,5,112,1246,0.0000,vanish
1975_1qyIMfzlXnY,38,4,112,1246,0.0000,vanish
1975_1qyIMfzlXnY,39,1,23,2205,0.0000,vanish
1975_1qyIMfzlXnY,39,3,112,1245,0.0000,vanish
1975_1qyIMfzlXnY,40,2,0,41073,0.0000,vanish
1975_1qyIMfzlXnY,40,2,112,1237,0.0000,vanish
1975_1qyIMfzlXnY,41,1,0,90768,0.0000,vanish
1975_1qyIMfzlXnY,41,3,15,11967,0.2458,shrink
1975_1qyIMfzlXnY,41,1,112,1247,0.0000,vanish
1975_1qyIMfzlXnY,42,2,0,102310,0.0000,vanish
1975_1qyIMfzlXnY,42,2,61,101183,0.1734,shrink
1975_1qyIMfzlXnY,43,1,0,66897,0.0000,vanish
488_ELyukS3p1n0,7,2,61,495,0.0000,vanish
488_ELyukS3p1n0,22,2,61,857,0.0000,vanish
488_ELyukS3p1n0,26,2,61,692,0.0000,vanish
488_ELyukS3p1n0,27,5,61,1638,0.0165,vanish
488_ELyukS3p1n0,30,1,17,506,0.0415,vanish
488_ELyukS3p1n0,31,4,61,2923,0.0000,vanish
488_ELyukS3p1n0,32,4,81,2551,0.0000,vanish
488_ELyukS3p1n0,33,5,8,11079,0.1773,shrink
488_ELyukS3p1n0,33,5,36,4549,0.1866,shrink
488_ELyukS3p1n0,33,4,81,3746,0.0000,vanish
488_ELyukS3p1n0,34,5,8,8932,0.1772,shrink
488_ELyukS3p1n0,34,5,36,3336,0.1331,shrink
488_ELyukS3p1n0,35,5,8,6823,0.1162,shrink
488_ELyukS3p1n0,35,5,36,2596,0.0000,vanish
488_ELyukS3p1n0,36,5,8,4920,0.0130,vanish
488_ELyukS3p1n0,36,4,36,1780,0.0000,vanish
488_ELyukS3p1n0,37,4,8,3127,0.0297,vanish
488_ELyukS3p1n0,37,3,36,1157,0.0000,vanish
488_ELyukS3p1n0,38,3,8,1373,0.0000,vanish
488_ELyukS3p1n0,38,2,36,457,0.0000,vanish
488_ELyukS3p1n0,39,5,8,2384,0.0000,vanish
488_ELyukS3p1n0,39,1,13,762,0.0000,vanish
488_ELyukS3p1n0,39,1,36,444,0.0000,vanish
488_ELyukS3p1n0,39,1,61,370,0.0000,vanish
488_ELyukS3p1n0,40,4,8,1163,0.0000,vanish
488_ELyukS3p1n0,42,2,8,2036,0.0000,vanish
488_ELyukS3p1n0,42,2,61,1152,0.0000,vanish
488_ELyukS3p1n0,43,1,8,949,0.0000,vanish
648_kCQ_0oyrPJQ,0,3,15,4787,0.0000,vanish
648_kCQ_0oyrPJQ,0,1,38,908,0.0000,vanish
648_kCQ_0oyrPJQ,0,5,67,37760,0.0762,vanish
648_kCQ_0oyrPJQ,1,2,15,2258,0.0000,vanish
648_kCQ_0oyrPJQ,1,2,67,2086,0.0000,vanish
648_kCQ_0oyrPJQ,1,4,67,14568,0.1974,shrink
648_kCQ_0oyrPJQ,2,1,15,539,0.0000,vanish
648_kCQ_0oyrPJQ,2,2,29,15119,0.1660,shrink
648_kCQ_0oyrPJQ,2,5,31,48235,0.1085,shrink
648_kCQ_0oyrPJQ,2,5,67,1322,0.0000,vanish
648_kCQ_0oyrPJQ,3,2,29,11411,0.1158,shrink
648_kCQ_0oyrPJQ,3,5,31,45568,0.1098,shrink
648_kCQ_0oyrPJQ,3,4,67,1056,0.0000,vanish
648_kCQ_0oyrPJQ,4,1,29,2186,0.0000,vanish
648_kCQ_0oyrPJQ,4,5,31,39426,0.0439,vanish
648_kCQ_0oyrPJQ,5,5,31,36197,0.0153,vanish
648_kCQ_0oyrPJQ,6,4,29,12550,0.0000,vanish
648_kCQ_0oyrPJQ,6,5,31,25174,0.0000,vanish
648_kCQ_0oyrPJQ,6,5,38,41848,0.0000,vanish
648_kCQ_0oyrPJQ,6,1,67,5026,0.0537,vanish
648_kCQ_0oyrPJQ,7,3,29,4806,0.0000,vanish
648_kCQ_0oyrPJQ,7,4,31,9176,0.0000,vanish
648_kCQ_0oyrPJQ,7,3,38,1091,0.0000,vanish
648_kCQ_0oyrPJQ,7,4,38,26254,0.0000,vanish
648_kCQ_0oyrPJQ,8,2,29,3867,0.0000,vanish
648_kCQ_0oyrPJQ,8,3,31,8514,0.0000,vanish
648_kCQ_0oyrPJQ,8,3,38,7232,0.0000,vanish
648_kCQ_0oyrPJQ,8,3,38,25596,0.0000,vanish
648_kCQ_0oyrPJQ,9,1,29,1042,0.0000,vanish
648_kCQ_0oyrPJQ,9,2,31,2310,0.0000,vanish
648_kCQ_0oyrPJQ,9,1,38,1602,0.0000,vanish
648_kCQ_0oyrPJQ,9,2,38,2622,0.0000,vanish
648_kCQ_0oyrPJQ,9,2,38,7392,0.0000,vanish
648_kCQ_0oyrPJQ,10,1,31,554,0.0000,vanish
648_kCQ_0oyrPJQ,10,1,38,3444,0.0000,vanish
648_kCQ_0oyrPJQ,12,5,67,29823,0.1776,shrink
648_kCQ_0oyrPJQ,13,5,67,29192,0.1103,shrink
648_kCQ_0oyrPJQ,14,5,67,28015,0.0260,vanish
648_kCQ_0oyrPJQ,15,5,67,23435,0.0000,vanish
648_kCQ_0oyrPJQ,16,5,47,507258,0.2026,shrink
648_kCQ_0oyrPJQ,16,4,67,12565,0.0000,vanish
648_kCQ_0oyrPJQ,17,5,15,19515,0.1590,shrink
648_kCQ_0oyrPJQ,17,5,47,406050,0.1460,shrink
648_kCQ_0oyrPJQ,17,3,67,5297,0.0000,vanish
648_kCQ_0oyrPJQ,18,5,15,18983,0.0000,vanish
648_kCQ_0oyrPJQ,18,5,47,351920,0.0825,vanish
648_kCQ_0oyrPJQ,18,2,67,3221,0.0000,vanish
648_kCQ_0oyrPJQ,19,4,15,19539,0.0000,vanish
648_kCQ_0oyrPJQ,19,5,47,232580,0.0205,vanish
648_kCQ_0oyrPJQ,19,1,67,729,0.0000,vanish
648_kCQ_0oyrPJQ,20,3,15,17757,0.0000,vanish
648_kCQ_0oyrPJQ,20,4,47,178295,0.0309,vanish
648_kCQ_0oyrPJQ,21,2,15,14669,0.0000,vanish
648_kCQ_0oyrPJQ,21,3,47,86668,0.0635,vanish
648_kCQ_0oyrPJQ,22,1,15,3759,0.0000,vanish
648_kCQ_0oyrPJQ,22,2,47,36515,0.1507,shrink
648_kCQ_0oyrPJQ,23,1,47,22447,0.2451,shrink
772_T1VRSMQCqRU,6,5,90,11468,0.1198,shrink
772_T1VRSMQCqRU,7,5,90,11409,0.1672,shrink
772_T1VRSMQCqRU,8,5,90,10869,0.1178,shrink
772_T1VRSMQCqRU,9,5,90,10175,0.0005,vanish
772_T1VRSMQCqRU,10,5,90,9975,0.0642,vanish
772_T1VRSMQCqRU,14,5,90,9594,0.2079,shrink
772_T1VRSMQCqRU,15,4,90,8642,0.2005,shrink
772_T1VRSMQCqRU,16,5,1,76795,0.1858,shrink
772_T1VRSMQCqRU,17,5,1,65166,0.1409,shrink
772_T1VRSMQCqRU,18,5,1,45132,0.1244,shrink
772_T1VRSMQCqRU,18,5,90,13210,0.0000,vanish
772_T1VRSMQCqRU,19,5,1,31020,0.0000,vanish
772_T1VRSMQCqRU,19,5,14,13846,0.1861,shrink
772_T1VRSMQCqRU,19,4,90,14331,0.0000,vanish
772_T1VRSMQCqRU,20,4,1,23143,0.0000,vanish
772_T1VRSMQCqRU,20,5,14,12194,0.0610,vanish
772_T1VRSMQCqRU,20,3,90,14833,0.0000,vanish
772_T1VRSMQCqRU,21,3,1,14270,0.0000,vanish
772_T1VRSMQCqRU,21,5,14,9816,0.0000,vanish
772_T1VRSMQCqRU,21,4,90,18177,0.0074,vanish
772_T1VRSMQCqRU,22,2,1,9183,0.0000,vanish
772_T1VRSMQCqRU,22,4,14,8919,0.0000,vanish
772_T1VRSMQCqRU,22,5,61,154164,0.2136,shrink
772_T1VRSMQCqRU,23,1,1,5614,0.0000,vanish
772_T1VRSMQCqRU,23,3,14,7368,0.0000,vanish
772_T1VRSMQCqRU,23,5,61,140762,0.2283,shrink
772_T1VRSMQCqRU,23,5,90,14365,0.0948,vanish
772_T1VRSMQCqRU,24,2,14,2577,0.0000,vanish
772_T1VRSMQCqRU,24,4,90,11986,0.1089,shrink
772_T1VRSMQCqRU,25,1,14,744,0.0000,vanish
772_T1VRSMQCqRU,25,3,90,12283,0.0813,vanish
772_T1VRSMQCqRU,26,3,90,11138,0.0413,vanish
772_T1VRSMQCqRU,27,3,90,10986,0.0562,vanish
772_T1VRSMQCqRU,28,3,90,12058,0.1380,shrink
772_T1VRSMQCqRU,29,3,90,13459,0.0890,vanish
772_T1VRSMQCqRU,30,5,61,116976,0.1459,shrink
772_T1VRSMQCqRU,30,4,90,16495,0.1315,shrink
772_T1VRSMQCqRU,31,5,61,104124,0.0930,vanish
772_T1VRSMQCqRU,31,4,90,17801,0.0709,vanish
772_T1VRSMQCqRU,32,5,61,85151,0.0870,vanish
772_T1VRSMQCqRU,32,4,90,20665,0.0123,vanish
772_T1VRSMQCqRU,33,5,61,60221,0.1039,shrink
772_T1VRSMQCqRU,33,4,90,22234,0.0033,vanish
772_T1VRSMQCqRU,34,5,61,34153,0.1418,shrink
772_T1VRSMQCqRU,34,5,90,21345,0.0000,vanish
772_T1VRSMQCqRU,35,5,61,8999,0.0000,vanish
772_T1VRSMQCqRU,35,4,90,22297,0.0054,vanish
772_T1VRSMQCqRU,36,5,61,9884,0.0391,vanish
772_T1VRSMQCqRU,37,5,61,7419,0.0000,vanish
772_T1VRSMQCqRU,37,5,90,24857,0.1890,shrink
772_T1VRSMQCqRU,38,3,61,6258,0.0000,vanish
772_T1VRSMQCqRU,38,5,90,25418,0.0000,vanish
772_T1VRSMQCqRU,39,5,1,253912,0.2004,shrink
772_T1VRSMQCqRU,39,4,61,5059,0.0000,vanish
772_T1VRSMQCqRU,39,4,90,24465,0.0000,vanish
772_T1VRSMQCqRU,40,4,1,222222,0.2290,shrink
772_T1VRSMQCqRU,40,4,61,3652,0.0000,vanish
772_T1VRSMQCqRU,40,3,90,25255,0.0000,vanish
772_T1VRSMQCqRU,41,3,61,5305,0.0336,vanish
772_T1VRSMQCqRU,41,3,90,25241,0.0168,vanish
772_T1VRSMQCqRU,42,2,61,6681,0.1429,shrink
1168_1K988L1G0ME,16,1,75,416,0.0000,vanish
2136_C-RGc1V_Zq0,1,4,61,15720,0.1628,shrink
2136_C-RGc1V_Zq0,2,5,61,13309,0.1579,shrink
2136_C-RGc1V_Zq0,4,1,8,659,0.0000,vanish
2136_C-RGc1V_Zq0,4,4,61,5387,0.0000,vanish
2136_C-RGc1V_Zq0,5,3,61,338,0.0000,vanish
2136_C-RGc1V_Zq0,5,1,61,3143,0.0000,vanish
2136_C-RGc1V_Zq0,8,5,0,16608,0.1089,shrink
2136_C-RGc1V_Zq0,9,5,0,20286,0.0610,vanish
2136_C-RGc1V_Zq0,10,5,0,24012,0.0000,vanish
2136_C-RGc1V_Zq0,11,4,0,11805,0.0000,vanish
2136_C-RGc1V_Zq0,12,3,0,2188,0.0000,vanish
2136_C-RGc1V_Zq0,12,5,8,102095,0.1725,shrink
2136_C-RGc1V_Zq0,13,2,0,400,0.0000,vanish
2136_C-RGc1V_Zq0,13,2,0,1406,0.0000,vanish
2136_C-RGc1V_Zq0,13,5,8,77765,0.1993,shrink
2136_C-RGc1V_Zq0,13,2,61,13617,0.0000,vanish
2136_C-RGc1V_Zq0,14,1,0,1238,0.0000,vanish
2136_C-RGc1V_Zq0,14,5,8,52281,0.0420,vanish
2136_C-RGc1V_Zq0,15,5,8,38080,0.0000,vanish
2136_C-RGc1V_Zq0,15,5,61,860,0.0000,vanish
2136_C-RGc1V_Zq0,16,4,8,28494,0.0000,vanish
2136_C-RGc1V_Zq0,17,3,8,17608,0.0000,vanish
2136_C-RGc1V_Zq0,17,3,61,386,0.0000,vanish
2136_C-RGc1V_Zq0,17,3,61,34738,0.0000,vanish
2136_C-RGc1V_Zq0,18,2,8,15496,0.0000,vanish
2136_C-RGc1V_Zq0,18,4,61,1578,0.0000,vanish
2136_C-RGc1V_Zq0,18,2,61,2364,0.0000,vanish
2136_C-RGc1V_Zq0,18,2,75,396,0.0000,vanish
2136_C-RGc1V_Zq0,19,1,8,2777,0.0000,vanish
2136_C-RGc1V_Zq0,19,5,61,2550,0.0000,vanish
2136_C-RGc1V_Zq0,19,1,61,19957,0.0000,vanish
2136_C-RGc1V_Zq0,19,1,75,1256,0.0000,vanish
2136_C-RGc1V_Zq0,23,4,61,2257,0.1090,shrink
2136_C-RGc1V_Zq0,23,3,61,29303,0.0000,vanish
2136_C-RGc1V_Zq0,24,5,61,2864,0.1676,shrink
2136_C-RGc1V_Zq0,24,4,61,40624,0.0000,vanish
2136_C-RGc1V_Zq0,25,5,61,8305,0.2099,shrink
2136_C-RGc1V_Zq0,28,5,61,51852,0.0579,vanish
2136_C-RGc1V_Zq0,29,3,8,1935,0.0000,vanish
2136_C-RGc1V_Zq0,29,4,61,14323,0.0785,vanish
2136_C-RGc1V_Zq0,29,4,61,25609,0.0000,vanish
2136_C-RGc1V_Zq0,29,5,61,3695,0.0000,vanish
2136_C-RGc1V_Zq0,30,2,8,1883,0.0000,vanish
2136_C-RGc1V_Zq0,30,1,8,354,0.0000,vanish
2136_C-RGc1V_Zq0,30,3,61,14760,0.0638,vanish
2136_C-RGc1V_Zq0,30,4,61,25672,0.0000,vanish
2136_C-RGc1V_Zq0,30,3,61,2862,0.0000,vanish
2136_C-RGc1V_Zq0,31,2,8,1999,0.0000,vanish
2136_C-RGc1V_Zq0,31,3,61,14507,0.0645,vanish
2136_C-RGc1V_Zq0,31,4,61,26357,0.0000,vanish
2136_C-RGc1V_Zq0,32,3,8,1910,0.0000,vanish
2136_C-RGc1V_Zq0,32,4,61,14391,0.0462,vanish
2136_C-RGc1V_Zq0,32,5,61,26447,0.0033,vanish
2136_C-RGc1V_Zq0,32,1,61,2163,0.0000,vanish
2136_C-RGc1V_Zq0,33,2,8,1843,0.0000,vanish
2136_C-RGc1V_Zq0,33,5,61,13983,0.0827,vanish
2136_C-RGc1V_Zq0,33,5,61,26410,0.0877,vanish
2136_C-RGc1V_Zq0,34,3,8,1657,0.0000,vanish
2136_C-RGc1V_Zq0,34,1,8,993,0.0000,vanish
2136_C-RGc1V_Zq0,34,2,61,13022,0.0523,vanish
2136_C-RGc1V_Zq0,34,1,61,813,0.0836,vanish
2136_C-RGc1V_Zq0,35,5,8,1050,0.0143,vanish
2136_C-RGc1V_Zq0,35,3,61,678,0.0000,vanish
2136_C-RGc1V_Zq0,36,5,8,1076,0.0000,vanish
2136_C-RGc1V_Zq0,36,2,61,306,0.0000,vanish
2136_C-RGc1V_Zq0,37,4,8,938,0.0000,vanish
2136_C-RGc1V_Zq0,38,3,8,824,0.0000,vanish
2136_C-RGc1V_Zq0,39,2,8,702,0.0000,vanish
2136_C-RGc1V_Zq0,39,5,8,12928,0.0185,vanish
2136_C-RGc1V_Zq0,39,5,61,50962,0.2113,shrink
2136_C-RGc1V_Zq0,40,4,8,10558,0.0226,vanish
2136_C-RGc1V_Zq0,40,4,61,45107,0.2387,shrink
2136_C-RGc1V_Zq0,41,3,8,7928,0.0301,vanish
2136_C-RGc1V_Zq0,42,2,8,7286,0.0328,vanish
2136_C-RGc1V_Zq0,43,1,8,4024,0.0594,vanish
437_-bUZU7-Mbjs,0,5,115,2557,0.0000,vanish
437_-bUZU7-Mbjs,1,4,115,2484,0.0000,vanish
437_-bUZU7-Mbjs,2,3,115,2343,0.0060,vanish
437_-bUZU7-Mbjs,3,4,22,1646,0.1938,shrink
437_-bUZU7-Mbjs,3,2,115,324,0.0000,vanish
437_-bUZU7-Mbjs,4,5,16,2625,0.1890,shrink
437_-bUZU7-Mbjs,5,5,16,38758,0.1693,shrink
437_-bUZU7-Mbjs,5,5,16,2043,0.1586,shrink
437_-bUZU7-Mbjs,5,2,22,2065,0.2208,shrink
437_-bUZU7-Mbjs,5,5,61,35918,0.2442,shrink
437_-bUZU7-Mbjs,6,5,16,29669,0.1060,shrink
437_-bUZU7-Mbjs,6,5,16,1929,0.1203,shrink
437_-bUZU7-Mbjs,6,5,61,33158,0.1979,shrink
437_-bUZU7-Mbjs,7,5,16,23252,0.1254,shrink
437_-bUZU7-Mbjs,7,5,16,2081,0.1201,shrink
437_-bUZU7-Mbjs,7,5,61,27162,0.1696,shrink
437_-bUZU7-Mbjs,8,4,16,18263,0.1857,shrink
437_-bUZU7-Mbjs,8,5,16,1777,0.1356,shrink
437_-bUZU7-Mbjs,8,5,61,21323,0.1472,shrink
437_-bUZU7-Mbjs,8,3,115,555,0.0000,vanish
437_-bUZU7-Mbjs,9,5,16,1855,0.2431,shrink
437_-bUZU7-Mbjs,9,5,61,15308,0.1518,shrink
437_-bUZU7-Mbjs,10,5,61,8591,0.1375,shrink
437_-bUZU7-Mbjs,11,4,61,6563,0.2468,shrink
437_-bUZU7-Mbjs,18,5,16,12547,0.0080,vanish
437_-bUZU7-Mbjs,19,5,16,12270,0.0070,vanish
437_-bUZU7-Mbjs,20,4,16,9939,0.0006,vanish
437_-bUZU7-Mbjs,30,5,61,1683,0.0000,vanish
437_-bUZU7-Mbjs,31,4,61,2537,0.0000,vanish
437_-bUZU7-Mbjs,32,3,61,2068,0.0000,vanish
437_-bUZU7-Mbjs,33,2,61,1580,0.0000,vanish
437_-bUZU7-Mbjs,34,1,61,1198,0.0000,vanish
437_-bUZU7-Mbjs,35,4,16,986,0.2150,shrink
437_-bUZU7-Mbjs,39,4,16,839,0.0977,vanish
1284_KsmmZvHgS-g,4,4,1,635,0.0220,vanish
1284_KsmmZvHgS-g,5,3,1,609,0.0230,vanish
513_eVJ2zX059Mo,0,3,15,2002,0.0005,vanish
513_eVJ2zX059Mo,0,5,15,1973,0.0385,vanish
513_eVJ2zX059Mo,0,5,106,3233,0.0031,vanish
513_eVJ2zX059Mo,1,3,15,1357,0.0000,vanish
513_eVJ2zX059Mo,1,5,15,1145,0.0000,vanish
513_eVJ2zX059Mo,1,5,106,4220,0.0159,vanish
513_eVJ2zX059Mo,2,4,15,1076,0.0000,vanish
513_eVJ2zX059Mo,2,3,15,861,0.0000,vanish
513_eVJ2zX059Mo,2,1,15,306,0.0000,vanish
513_eVJ2zX059Mo,2,5,112,8900,0.1952,shrink
513_eVJ2zX059Mo,3,3,15,985,0.0000,vanish
513_eVJ2zX059Mo,3,4,15,1028,0.0000,vanish
513_eVJ2zX059Mo,3,5,112,8103,0.1562,shrink
513_eVJ2zX059Mo,4,3,15,1093,0.0000,vanish
513_eVJ2zX059Mo,4,4,15,872,0.0000,vanish
513_eVJ2zX059Mo,4,5,112,5663,0.1414,shrink
513_eVJ2zX059Mo,5,3,15,1107,0.0000,vanish
513_eVJ2zX059Mo,5,3,15,818,0.0000,vanish
513_eVJ2zX059Mo,5,5,112,3647,0.0000,vanish
513_eVJ2zX059Mo,6,3,15,879,0.0000,vanish
513_eVJ2zX059Mo,6,3,15,719,0.0000,vanish
513_eVJ2zX059Mo,6,4,112,3122,0.0000,vanish
513_eVJ2zX059Mo,7,3,15,753,0.0000,vanish
513_eVJ2zX059Mo,7,2,15,821,0.0000,vanish
